timestamp,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,humidity,temperature,pressure
2026-05-26 19:08:20,24200,18700,15200,12600,10300,8700,7400,6300,5600,5600,44.99,25.30,1019
2026-05-26 19:08:21,24200,18800,15200,12600,10400,8600,7400,6300,5600,5600,44.99,25.31,1019
2026-05-26 19:08:23,24100,18600,15100,12400,10300,8600,7300,6300,5600,5600,44.93,25.31,1019
2026-05-26 19:08:24,24000,18500,15100,12400,10200,8600,7300,6300,5600,5600,44.90,25.30,1019
2026-05-26 19:08:26,23800,18400,14900,12400,10100,8500,7200,6200,5600,5600,44.89,25.30,1019
2026-05-26 19:08:27,23700,18300,14900,12300,10100,8500,7200,6200,5600,5600,44.88,25.30,1019
2026-05-26 19:08:29,23500,18200,14800,12200,10000,8500,7200,6200,5600,5600,44.88,25.30,1019
2026-05-26 19:08:30,22700,18000,14600,12100,9900,8400,7100,6100,5600,5600,44.87,25.29,1019
2026-05-26 19:08:31,22600,17800,14500,12000,9800,8300,7000,6100,5600,5600,44.85,25.29,1019
2026-05-26 19:08:33,22300,17700,14400,11900,9700,8300,7000,6000,5600,5600,44.86,25.29,1019
2026-05-26 19:08:34,22200,17600,14300,11600,9700,8200,7000,6000,5600,5600,44.87,25.28,1019
2026-05-26 19:08:36,22000,17500,14200,11500,9700,8100,7000,6000,5600,5600,44.89,25.28,1019
2026-05-26 19:08:37,21900,17300,14100,11400,9600,8100,6900,5900,5600,5600,44.91,25.28,1019
2026-05-26 19:08:39,21800,17200,14000,11400,9600,8100,6900,5900,5600,5600,44.92,25.27,1019
2026-05-26 19:08:40,21700,17100,14000,11300,9500,8000,6900,5900,5600,5600,44.92,25.27,1019
2026-05-26 19:08:41,21500,17100,13900,11200,9500,8000,6800,5900,5600,5600,44.93,25.26,1019
2026-05-26 19:08:43,21300,16900,13800,11200,9400,7900,6800,5800,5600,5600,44.93,25.25,1019
2026-05-26 19:08:44,21200,16800,13600,11100,9300,7900,6700,5700,5600,5600,44.96,25.26,1019
2026-05-26 19:08:46,20900,16600,13500,11000,9300,7800,6700,5700,5600,5600,44.97,25.25,1019
2026-05-26 19:08:47,20900,16500,13400,11000,9200,7800,6600,5700,5600,5600,44.99,25.25,1019
2026-05-26 19:08:48,20600,16400,13300,10900,9200,7700,6600,5600,5600,5600,44.99,25.25,1019
2026-05-26 19:08:50,20600,16400,13400,10900,9100,7700,6600,5600,5600,5600,45.01,25.25,1019
2026-05-26 19:08:51,20600,16300,13300,10800,9100,7700,6500,5600,5600,5600,45.01,25.24,1019
2026-05-26 19:08:53,20300,16200,13100,10800,9000,7600,6500,5600,5600,5600,45.01,25.24,1019
2026-05-26 19:08:54,20200,16100,13100,10700,9000,7600,6500,5600,5600,5600,45.03,25.23,1019
2026-05-26 19:08:56,20000,15900,13000,10600,8900,7500,6500,5600,5600,5600,45.04,25.23,1019
2026-05-26 19:08:57,19900,15800,13000,10500,8900,7500,6400,5600,5600,5600,45.05,25.22,1019
2026-05-26 19:08:58,19800,15800,12800,10500,8800,7500,6400,5600,5600,5600,45.07,25.22,1019
2026-05-26 19:09:00,19700,15600,12800,10400,8800,7400,6300,5600,5600,5600,45.07,25.22,1019
2026-05-26 19:09:01,19500,15500,12700,10300,8700,7400,6300,5600,5600,5600,45.09,25.22,1019
2026-05-26 19:09:03,19400,15400,12600,10300,8700,7400,6300,5600,5600,5600,45.10,25.22,1019
2026-05-26 19:09:04,19300,15300,12500,10200,8600,7300,6200,5600,5600,5600,45.11,25.21,1019
2026-05-26 19:09:06,19200,15300,12400,10200,8600,7300,6200,5600,5600,5600,45.10,25.21,1019
2026-05-26 19:09:07,19000,15200,12400,10200,8500,7200,6200,5600,5600,5600,45.12,25.20,1019
2026-05-26 19:09:08,19100,15200,12400,10200,8600,7300,6200,5600,5600,5600,45.15,25.20,1019
2026-05-26 19:09:10,19100,15200,12400,10100,8500,7300,6200,5600,5600,5600,45.14,25.19,1019
2026-05-26 19:09:11,19000,15200,12400,10100,8500,7300,6200,5600,5600,5600,45.15,25.20,1019
2026-05-26 19:09:13,18900,15000,12300,10000,8500,7200,6200,5600,5600,5600,45.15,25.20,1019
2026-05-26 19:09:14,18800,15000,12200,10000,8400,7200,6100,5600,5600,5600,45.16,25.19,1019
2026-05-26 19:09:16,18700,14800,12200,10000,8400,7100,6100,5600,5600,5600,45.16,25.19,1019
2026-05-26 19:09:17,18600,14800,12100,9900,8400,7100,6100,5600,5600,5600,45.19,25.19,1019
2026-05-26 19:09:18,18500,14700,12000,9900,8300,7100,6000,5600,5600,5600,45.19,25.19,1019
2026-05-26 19:09:20,18200,14600,12000,9800,8300,7100,6000,5600,5600,5600,45.21,25.19,1019
2026-05-26 19:09:21,18300,14600,11900,9800,8200,7000,6000,5600,5600,5600,45.21,25.19,1019
2026-05-26 19:09:23,18200,14500,11900,9800,8200,7000,6000,5600,5600,5600,45.21,25.18,1019
2026-05-26 19:09:24,18200,14500,11900,9700,8300,7000,6000,5600,5600,5600,45.23,25.18,1019
2026-05-26 19:09:25,18200,14500,11900,9800,8200,7000,6000,5600,5600,5600,45.22,25.17,1019
2026-05-26 19:09:27,18100,14500,11600,9700,8200,6900,6000,5600,5600,5600,45.23,25.17,1019
2026-05-26 19:09:28,18000,14300,11500,9600,8200,6900,5900,5600,5600,5600,45.24,25.17,1019
2026-05-26 19:09:30,17900,14300,11500,9600,8100,6900,5900,5600,5600,5600,45.27,25.17,1019
2026-05-26 19:09:31,18000,14400,11500,9700,8200,6900,5900,5600,5600,5600,45.25,25.17,1019
2026-05-26 19:09:33,17900,14300,11500,9600,8100,6900,5900,5600,5600,5600,45.28,25.16,1019
2026-05-26 19:09:34,17800,14200,11400,9600,8100,6900,5900,5600,5600,5600,45.28,25.15,1019
2026-05-26 19:09:35,17800,14200,11400,9500,8000,6800,5900,5600,5600,5600,45.29,25.15,1019
2026-05-26 19:09:37,17800,14200,11400,9500,8100,6800,5900,5600,5600,5600,45.28,25.15,1019
2026-05-26 19:09:38,17600,14100,11300,9500,8000,6800,5800,5600,5600,5600,45.31,25.15,1019
2026-05-26 19:09:40,17700,14000,11300,9400,8000,6800,5800,5600,5600,5600,45.32,25.16,1019
2026-05-26 19:09:41,17500,14000,11200,9400,8000,6800,5700,5600,5600,5600,45.31,25.15,1019
2026-05-26 19:09:43,17400,13900,11200,9400,7900,6800,5700,5600,5600,5600,45.33,25.15,1019
2026-05-26 19:09:44,17300,13800,11100,9300,7900,6700,5700,5600,5600,5600,45.34,25.15,1019
2026-05-26 19:09:45,17200,13800,11100,9300,7800,6700,5700,5600,5600,5600,45.34,25.15,1019
2026-05-26 19:09:47,17100,13700,11000,9200,7800,6600,5700,5600,5600,5600,45.36,25.15,1019
2026-05-26 19:09:48,17100,13700,11000,9200,7700,6600,5600,5600,5600,5600,45.35,25.15,1019
2026-05-26 19:09:50,16900,13600,10900,9200,7800,6600,5600,5600,5600,5600,45.36,25.15,1019
2026-05-26 19:09:51,16900,13500,10900,9100,7700,6600,5600,5600,5600,5600,45.37,25.15,1019
2026-05-26 19:09:53,16800,13400,10800,9100,7700,6600,5600,5600,5600,5600,45.37,25.15,1019
2026-05-26 19:09:54,16700,13400,10800,9000,7700,6500,5600,5600,5600,5600,45.39,25.15,1019
2026-05-26 19:09:55,16600,13300,10800,9000,7600,6500,5600,5600,5600,5600,45.41,25.15,1019
2026-05-26 19:09:57,16600,13300,10700,9000,7600,6500,5600,5600,5600,5600,45.40,25.14,1019
2026-05-26 19:09:58,16500,13200,10600,8900,7600,6500,5600,5600,5600,5600,45.42,25.14,1019
2026-05-26 19:10:00,16400,13200,10600,8900,7600,6500,5600,5600,5600,5600,45.41,25.15,1019
2026-05-26 19:10:01,16400,13200,10600,8900,7600,6400,5600,5600,5600,5600,45.41,25.14,1019
2026-05-26 19:10:02,16400,13100,10600,8900,7500,6400,5600,5600,5600,5600,45.41,25.15,1019
2026-05-26 19:10:04,16300,13100,10500,8800,7500,6400,5600,5600,5600,5600,45.43,25.15,1019
2026-05-26 19:10:05,16300,13000,10500,8800,7500,6400,5600,5600,5600,5600,45.40,25.15,1019
2026-05-26 19:10:07,16200,13000,10400,8800,7500,6300,5600,5600,5600,5600,45.44,25.15,1019
2026-05-26 19:10:08,16100,12900,10400,8800,7400,6300,5600,5600,5600,5600,45.43,25.15,1019
2026-05-26 19:10:10,16100,12900,10400,8800,7400,6300,5600,5600,5600,5600,45.43,25.15,1019
2026-05-26 19:10:11,16100,12800,10400,8700,7400,6300,5600,5600,5600,5600,45.43,25.15,1019
2026-05-26 19:10:12,16000,12800,10300,8700,7400,6300,5600,5600,5600,5600,45.43,25.15,1019
2026-05-26 19:10:14,15900,12800,10300,8700,7400,6300,5600,5600,5600,5600,45.43,25.15,1019
2026-05-26 19:10:15,15900,12700,10300,8600,7300,6300,5600,5600,5600,5600,45.44,25.15,1019
2026-05-26 19:10:17,15700,12600,10200,8600,7300,6200,5600,5600,5600,5600,45.45,25.16,1019
2026-05-26 19:10:18,15700,12600,10200,8600,7300,6200,5600,5600,5600,5600,45.45,25.15,1019
2026-05-26 19:10:20,15700,12500,10100,8500,7300,6200,5600,5600,5600,5600,45.43,25.15,1019
2026-05-26 19:10:21,15600,12500,10100,8500,7200,6200,5600,5600,5600,5600,45.45,25.15,1019
2026-05-26 19:10:22,15600,12400,10100,8500,7200,6200,5600,5600,5600,5600,45.45,25.15,1019
2026-05-26 19:10:24,15500,12400,10000,8500,7200,6100,5600,5600,5600,5600,45.45,25.15,1019
2026-05-26 19:10:25,15400,12300,10000,8400,7200,6100,5600,5600,5600,5600,45.45,25.15,1019
2026-05-26 19:10:27,15300,12300,10000,8400,7100,6100,5600,5600,5600,5600,45.46,25.15,1019
2026-05-26 19:10:28,15300,12300,10000,8400,7100,6100,5600,5600,5600,5600,45.45,25.15,1019
2026-05-26 19:10:29,15300,12300,9900,8400,7200,6100,5600,5600,5600,5600,45.46,25.16,1019
2026-05-26 19:10:31,15300,12300,9900,8400,7100,6100,5600,5600,5600,5600,45.47,25.16,1019
2026-05-26 19:10:32,15200,12200,9900,8400,7100,6100,5600,5600,5600,5600,45.47,25.16,1019
2026-05-26 19:10:34,15300,12200,9900,8300,7100,6100,5600,5600,5600,5600,45.47,25.16,1019
2026-05-26 19:10:35,15300,12300,9900,8400,7100,6100,5600,5600,5600,5600,45.46,25.16,1019
2026-05-26 19:10:37,15300,12300,10000,8400,7100,6100,5600,5600,5600,5600,45.46,25.16,1019
2026-05-26 19:10:38,15300,12300,10000,8400,7200,6100,5600,5600,5600,5600,45.45,25.16,1019
2026-05-26 19:10:39,15400,12400,10000,8400,7100,6100,5600,5600,5600,5600,45.45,25.16,1019
2026-05-26 19:10:41,15300,12300,9900,8400,7100,6100,5600,5600,5600,5600,45.47,25.16,1019
2026-05-26 19:10:42,15300,12300,9900,8400,7100,6100,5600,5600,5600,5600,45.45,25.16,1019
2026-05-26 19:10:44,15200,12300,9900,8400,7100,6100,5600,5600,5600,5600,45.45,25.16,1019
2026-05-26 19:10:45,15300,12300,10000,8400,7100,6100,5600,5600,5600,5600,45.45,25.17,1019
2026-05-26 19:10:47,15400,12300,9900,8400,7100,6100,5600,5600,5600,5600,45.45,25.17,1019
2026-05-26 19:10:48,15300,12300,9900,8400,7100,6100,5600,5600,5600,5600,45.47,25.17,1019
2026-05-26 19:10:49,15200,12300,9900,8300,7100,6100,5600,5600,5600,5600,45.46,25.16,1019
2026-05-26 19:10:51,15100,12200,9900,8300,7100,6100,5600,5600,5600,5600,45.46,25.17,1019
2026-05-26 19:10:52,15200,12200,9900,8300,7100,6000,5600,5600,5600,5600,45.46,25.17,1019
2026-05-26 19:10:54,15100,12100,9800,8300,7000,6000,5600,5600,5600,5600,45.48,25.18,1019
2026-05-26 19:10:55,15100,12100,9800,8300,7000,6000,5600,5600,5600,5600,45.45,25.17,1019
2026-05-26 19:10:57,15100,12100,9800,8300,7000,6000,5600,5600,5600,5600,45.46,25.17,1019
2026-05-26 19:10:58,15100,12100,9800,8300,7000,6000,5600,5600,5600,5600,45.45,25.17,1019
2026-05-26 19:10:59,15000,12100,9800,8300,7000,6000,5600,5600,5600,5600,45.46,25.18,1019
2026-05-26 19:11:01,15000,12100,9800,8200,7000,6000,5600,5600,5600,5600,45.45,25.18,1019
2026-05-26 19:11:02,15000,12000,9800,8200,7000,6000,5600,5600,5600,5600,45.46,25.17,1019
2026-05-26 19:11:04,15000,12100,9800,8200,7000,6000,5600,5600,5600,5600,45.46,25.18,1019
2026-05-26 19:11:05,15000,12000,9800,8300,7000,6000,5600,5600,5600,5600,45.45,25.17,1019
2026-05-26 19:11:06,15100,12100,9800,8200,7000,6000,5600,5600,5600,5600,45.46,25.18,1019
2026-05-26 19:11:08,15000,12100,9800,8200,7000,6000,5600,5600,5600,5600,45.45,25.18,1019
2026-05-26 19:11:09,15000,12000,9800,8200,7000,6000,5600,5600,5600,5600,45.44,25.18,1019
2026-05-26 19:11:11,15000,12000,9800,8300,7000,6000,5600,5600,5600,5600,45.44,25.17,1019
2026-05-26 19:11:12,14900,12100,9800,8200,7000,6000,5600,5600,5600,5600,45.45,25.18,1019
2026-05-26 19:11:14,15000,12000,9800,8200,7000,6000,5600,5600,5600,5600,45.46,25.18,1019
2026-05-26 19:11:15,15000,12100,9800,8200,7000,6000,5600,5600,5600,5600,45.46,25.18,1019
2026-05-26 19:11:16,15000,12100,9800,8200,7000,6000,5600,5600,5600,5600,45.46,25.18,1019
2026-05-26 19:11:18,14900,12100,9800,8200,7000,6000,5600,5600,5600,5600,45.45,25.19,1019
2026-05-26 19:11:19,15000,12000,9700,8200,6900,6000,5600,5600,5600,5600,45.45,25.19,1019
2026-05-26 19:11:21,14900,12000,9700,8200,7000,5900,5600,5600,5600,5600,45.45,25.18,1019
2026-05-26 19:11:22,14800,11900,9700,8100,6900,5900,5600,5600,5600,5600,45.43,25.18,1019
2026-05-26 19:11:24,14900,11900,9700,8200,6900,5900,5600,5600,5600,5600,45.45,25.19,1019
2026-05-26 19:11:25,14900,12000,9700,8200,7000,6000,5600,5600,5600,5600,45.45,25.18,1019
2026-05-26 19:11:26,15000,12100,9900,8300,7000,6000,5600,5600,5600,5600,45.44,25.18,1019
2026-05-26 19:11:28,15200,12200,9900,8400,7100,6100,5600,5600,5600,5600,45.43,25.18,1019
2026-05-26 19:11:29,15400,12300,10000,8400,7200,6100,5600,5600,5600,5600,45.43,25.18,1019
2026-05-26 19:11:31,15500,12400,10100,8500,7200,6100,5600,5600,5600,5600,45.43,25.18,1019
2026-05-26 19:11:32,15500,12400,10000,8500,7200,6200,5600,5600,5600,5600,45.44,25.18,1019
2026-05-26 19:11:34,15600,12600,10200,8500,7200,6200,5600,5600,5600,5600,45.43,25.17,1019
2026-05-26 19:11:35,15500,12500,10100,8500,7200,6100,5600,5600,5600,5600,45.43,25.18,1019
2026-05-26 19:11:36,15500,12400,10000,8500,7100,6100,5600,5600,5600,5600,45.46,25.18,1019
2026-05-26 19:11:38,15400,12400,10000,8400,7100,6100,5600,5600,5600,5600,45.43,25.18,1019
2026-05-26 19:11:39,15300,12300,9900,8400,7100,6100,5600,5600,5600,5600,45.45,25.19,1019
2026-05-26 19:11:41,15300,12300,9900,8400,7100,6100,5600,5600,5600,5600,45.45,25.19,1019
2026-05-26 19:11:42,15200,12200,9900,8400,7100,6100,5600,5600,5600,5600,45.44,25.19,1019
2026-05-26 19:11:43,15200,12200,9900,8300,7100,6000,5600,5600,5600,5600,45.45,25.18,1019
2026-05-26 19:11:45,15300,12300,10000,8400,7100,6100,5600,5600,5600,5600,45.43,25.18,1019
2026-05-26 19:11:46,15400,12300,10000,8400,7200,6100,5600,5600,5600,5600,45.43,25.18,1019
2026-05-26 19:11:48,15300,12300,9900,8400,7100,6100,5600,5600,5600,5600,45.45,25.18,1019
2026-05-26 19:11:49,15300,12400,10000,8400,7200,6100,5600,5600,5600,5600,45.45,25.18,1019
2026-05-26 19:11:51,15300,12400,10000,8500,7200,6100,5600,5600,5600,5600,45.43,25.19,1019
2026-05-26 19:11:52,15400,12400,10000,8400,7200,6100,5600,5600,5600,5600,45.44,25.18,1019
2026-05-26 19:11:53,15400,12400,10000,8400,7200,6100,5600,5600,5600,5600,45.43,25.19,1019
2026-05-26 19:11:55,15400,12300,10000,8400,7100,6100,5600,5600,5600,5600,45.44,25.20,1019
2026-05-26 19:11:56,15200,12300,9900,8300,7100,6100,5600,5600,5600,5600,45.45,25.19,1019
2026-05-26 19:11:58,15300,12300,10000,8400,7100,6100,5600,5600,5600,5600,45.42,25.18,1019
2026-05-26 19:11:59,15300,12300,9900,8400,7100,6100,5600,5600,5600,5600,45.44,25.19,1019
2026-05-26 19:12:01,15200,12200,9900,8400,7100,6100,5600,5600,5600,5600,45.45,25.19,1019
2026-05-26 19:12:02,15300,12300,10000,8400,7100,6100,5600,5600,5600,5600,45.43,25.18,1019
2026-05-26 19:12:03,15500,12400,10000,8500,7200,6100,5600,5600,5600,5600,45.43,25.19,1019
2026-05-26 19:12:05,15500,12500,10000,8500,7200,6100,5600,5600,5600,5600,45.43,25.19,1019
2026-05-26 19:12:06,15500,12400,10100,8500,7200,6200,5600,5600,5600,5600,45.43,25.19,1019
2026-05-26 19:12:08,15600,12500,10100,8500,7300,6200,5600,5600,5600,5600,45.43,25.18,1019
2026-05-26 19:12:09,15700,12600,10100,8600,7300,6200,5600,5600,5600,5600,45.41,25.18,1019
2026-05-26 19:12:11,15700,12600,10200,8600,7300,6200,5600,5600,5600,5600,45.42,25.19,1019
2026-05-26 19:12:12,15600,12600,10100,8600,7300,6200,5600,5600,5600,5600,45.41,25.18,1019
2026-05-26 19:12:13,15700,12600,10100,8500,7300,6200,5600,5600,5600,5600,45.43,25.19,1019
2026-05-26 19:12:15,15800,12600,10200,8600,7300,6200,5600,5600,5600,5600,45.43,25.19,1019
2026-05-26 19:12:16,15800,12600,10200,8600,7300,6200,5600,5600,5600,5600,45.42,25.19,1019
2026-05-26 19:12:18,15800,12600,10200,8600,7300,6200,5600,5600,5600,5600,45.43,25.19,1019
2026-05-26 19:12:19,15800,12700,10200,8600,7300,6200,5600,5600,5600,5600,45.41,25.19,1019
2026-05-26 19:12:20,15700,12600,10200,8600,7300,6200,5600,5600,5600,5600,45.43,25.20,1019
2026-05-26 19:12:22,15800,12700,10200,8600,7300,6200,5600,5600,5600,5600,45.42,25.20,1019
2026-05-26 19:12:23,15700,12600,10100,8500,7200,6200,5600,5600,5600,5600,45.43,25.20,1019
2026-05-26 19:12:25,15600,12500,10100,8500,7200,6200,5600,5600,5600,5600,45.44,25.20,1019
2026-05-26 19:12:26,15600,12500,10100,8500,7200,6200,5600,5600,5600,5600,45.42,25.21,1019
2026-05-26 19:12:28,15600,12500,10100,8500,7200,6200,5600,5600,5600,5600,45.41,25.20,1019
2026-05-26 19:12:29,15500,12500,10100,8500,7200,6200,5600,5600,5600,5600,45.42,25.21,1019
2026-05-26 19:12:30,15700,12600,10200,8600,7300,6200,5600,5600,5600,5600,45.42,25.20,1019
2026-05-26 19:12:32,15800,12600,10200,8600,7300,6200,5600,5600,5600,5600,45.41,25.20,1019
2026-05-26 19:12:33,15900,12700,10300,8600,7300,6300,5600,5600,5600,5600,45.40,25.20,1019
2026-05-26 19:12:35,15900,12700,10300,8700,7400,6300,5600,5600,5600,5600,45.40,25.21,1019
2026-05-26 19:12:36,16000,12800,10300,8700,7400,6300,5600,5600,5600,5600,45.41,25.21,1019
2026-05-26 19:12:38,16000,12800,10300,8700,7400,6300,5600,5600,5600,5600,45.43,25.20,1019
2026-05-26 19:12:39,15900,12800,10300,8700,7300,6300,5600,5600,5600,5600,45.40,25.21,1019
2026-05-26 19:12:40,15900,12700,10300,8700,7300,6300,5600,5600,5600,5600,45.38,25.20,1019
2026-05-26 19:12:42,15900,12800,10300,8700,7300,6300,5600,5600,5600,5600,45.38,25.20,1019
2026-05-26 19:12:43,15900,12800,10300,8700,7400,6300,5600,5600,5600,5600,45.40,25.20,1019
2026-05-26 19:12:45,16000,12800,10400,8700,7400,6300,5600,5600,5600,5600,45.38,25.21,1019
2026-05-26 19:12:46,16100,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.37,25.21,1019
2026-05-26 19:12:48,16100,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.39,25.21,1019
2026-05-26 19:12:49,16000,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.40,25.21,1019
2026-05-26 19:12:50,16000,12800,10400,8700,7400,6300,5600,5600,5600,5600,45.39,25.21,1019
2026-05-26 19:12:52,16000,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.39,25.21,1019
2026-05-26 19:12:53,16100,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.38,25.21,1019
2026-05-26 19:12:55,16100,12800,10400,8700,7400,6300,5600,5600,5600,5600,45.41,25.21,1019
2026-05-26 19:12:56,16000,12800,10300,8700,7400,6300,5600,5600,5600,5600,45.38,25.22,1019
2026-05-26 19:12:57,15900,12800,10300,8700,7400,6300,5600,5600,5600,5600,45.38,25.23,1019
2026-05-26 19:12:59,15900,12800,10300,8700,7400,6300,5600,5600,5600,5600,45.39,25.22,1019
2026-05-26 19:13:00,16100,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.37,25.22,1019
2026-05-26 19:13:02,16100,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.37,25.22,1019
2026-05-26 19:13:03,16100,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.37,25.22,1019
2026-05-26 19:13:05,16100,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.38,25.22,1019
2026-05-26 19:13:06,16100,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.36,25.22,1019
2026-05-26 19:13:07,16200,13000,10500,8800,7500,6400,5600,5600,5600,5600,45.37,25.22,1019
2026-05-26 19:13:09,16300,13000,10500,8900,7500,6400,5600,5600,5600,5600,45.35,25.22,1019
2026-05-26 19:13:10,16400,13100,10600,8900,7500,6400,5600,5600,5600,5600,45.37,25.23,1019
2026-05-26 19:13:12,16400,13100,10600,8900,7500,6400,5600,5600,5600,5600,45.39,25.23,1019
2026-05-26 19:13:13,16300,13100,10500,8900,7500,6400,5600,5600,5600,5600,45.37,25.23,1019
2026-05-26 19:13:15,16300,13000,10600,8800,7500,6400,5600,5600,5600,5600,45.36,25.23,1019
2026-05-26 19:13:16,16200,13000,10400,8800,7500,6400,5600,5600,5600,5600,45.37,25.22,1019
2026-05-26 19:13:17,16300,13000,10500,8800,7500,6400,5600,5600,5600,5600,45.37,25.23,1019
2026-05-26 19:13:19,16200,13000,10500,8800,7500,6400,5600,5600,5600,5600,45.36,25.23,1019
2026-05-26 19:13:20,16100,12900,10500,8800,7400,6400,5600,5600,5600,5600,45.37,25.23,1019
2026-05-26 19:13:22,16100,12900,10400,8800,7400,6400,5600,5600,5600,5600,45.35,25.23,1019
2026-05-26 19:13:23,16200,13000,10400,8800,7400,6300,5600,5600,5600,5600,45.37,25.24,1019
2026-05-26 19:13:25,16100,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.36,25.24,1019
2026-05-26 19:13:26,16100,12900,10400,8700,7400,6300,5600,5600,5600,5600,45.36,25.24,1019
2026-05-26 19:13:27,16000,12800,10400,8800,7400,6300,5600,5600,5600,5600,45.36,25.24,1019
2026-05-26 19:13:29,16200,12900,10400,8800,7400,6400,5600,5600,5600,5600,45.37,25.24,1019
2026-05-26 19:13:30,16200,12900,10400,8800,7400,6400,5600,5600,5600,5600,45.36,25.25,1019
2026-05-26 19:13:32,16200,13000,10500,8800,7500,6400,5600,5600,5600,5600,45.35,25.24,1019
2026-05-26 19:13:33,16300,13000,10500,8900,7500,6400,5600,5600,5600,5600,45.37,25.25,1019
2026-05-26 19:13:34,16200,13000,10500,8800,7500,6400,5600,5600,5600,5600,45.36,25.24,1019
2026-05-26 19:13:36,16300,13000,10500,8800,7500,6400,5600,5600,5600,5600,45.35,25.24,1019
2026-05-26 19:13:37,16400,13100,10600,8900,7600,6400,5600,5600,5600,5600,45.34,25.24,1019
2026-05-26 19:13:39,16400,13100,10600,8900,7500,6400,5600,5600,5600,5600,45.34,25.24,1019
2026-05-26 19:13:40,16400,13100,10600,8900,7500,6400,5600,5600,5600,5600,45.37,25.24,1019
2026-05-26 19:13:42,16500,13200,10600,8900,7500,6400,5600,5600,5600,5600,45.36,25.25,1019
2026-05-26 19:13:43,16400,13100,10500,8900,7500,6400,5600,5600,5600,5600,45.36,25.25,1019
2026-05-26 19:13:44,16300,13100,10600,8900,7600,6400,5600,5600,5600,5600,45.35,25.25,1019
2026-05-26 19:13:46,16300,13000,10500,8800,7500,6400,5600,5600,5600,5600,45.36,25.25,1019
2026-05-26 19:13:47,16200,13000,10500,8800,7500,6300,5600,5600,5600,5600,45.35,25.25,1019
2026-05-26 19:13:49,16200,13000,10500,8800,7500,6400,5600,5600,5600,5600,45.34,25.25,1019
2026-05-26 19:13:50,16300,13100,10500,8900,7500,6400,5600,5600,5600,5600,45.34,25.25,1019
2026-05-26 19:13:52,16400,13100,10600,8900,7500,6400,5600,5600,5600,5600,45.36,25.25,1019
2026-05-26 19:13:53,16400,13100,10600,8900,7500,6400,5600,5600,5600,5600,45.34,25.26,1019
2026-05-26 19:13:54,16500,13200,10700,8900,7600,6400,5600,5600,5600,5600,45.36,25.26,1019
2026-05-26 19:13:56,16400,13100,10600,8900,7500,6400,5600,5600,5600,5600,45.34,25.26,1019
2026-05-26 19:13:57,16400,13100,10500,8900,7500,6400,5600,5600,5600,5600,45.34,25.26,1019
